Name,TM_score,RMSD,,id,organism_from_ncb,species,genus,family,order,class,phylum,kingdom,domain
KHM51554.1_82374,0.796,2.48,,KHM51554.1,Anaerovibrio lipolyticus,Anaerovibrio lipolyticus,Anaerovibrio,Selenomonadaceae,Selenomonadales,Negativicutes,Bacillota,Bacillati,Bacteria
KHQ52407.1_561184,0.9646,1.19,,KHQ52407.1,Mameliella alba,Mameliella alba,Mameliella,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KIC15956.1_1577897,0.8695,2.54,,KIC15956.1,Leisingera sp. ANG-DT,unclassified Leisingera,Leisingera,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KIC41027.1_1577904,0.9459,1.45,,KIC41027.1,Ruegeria sp. ANG-S4,unclassified Ruegeria,Ruegeria,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KIC47769.1_1577905,0.8904,2.25,,KIC47769.1,Tateyamaria sp. ANG-S1,unclassified Tateyamaria,Tateyamaria,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KIN65611.1_1342302,0.9521,1.6,,KIN65611.1,Sulfitobacter noctilucae,Sulfitobacter noctilucae,Sulfitobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KIX19335.1_1192054,0.9791,1.04,,KIX19335.1,Paracoccus sp. 228,unclassified Paracoccus (in: a-proteobacteria),Paracoccus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KJD54849.1_1390,0.8029,3.26,,KJD54849.1,Bacillus amyloliquefaciens,Bacillus amyloliquefaciens,Bacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
KJK46227.1_1609137,0.6742,4.5,,KJK46227.1,Streptomyces sp. NRRL F-4428,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
KJS09990.1_1629712,0.9232,1.81,,KJS09990.1,Hoeflea sp. BRH_c9,unclassified Hoeflea,Hoeflea,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KJS26208.1_1629720,0.8829,2.47,,KJS26208.1,Hyphomonadaceae bacterium BRH_c29,Hyphomonadaceae bacterium BRH_c29,unclassified Hyphomonadaceae,Hyphomonadaceae,Hyphomonadales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KJS35820.1_1629710,0.8833,2.42,,KJS35820.1,Hyphomonas sp. BRH_c22,unclassified Hyphomonas,Hyphomonas,Hyphomonadaceae,Hyphomonadales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KJY27603.1_68223,0.7188,3.26,,KJY27603.1,Streptomyces katrae,Streptomyces katrae,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
KJY40488.1_1609134,0.7124,3.73,,KJY40488.1,Streptomyces sp. NRRL S-444,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
KJZ21274.1_579483,0.9929,0.51,,KJZ21274.1,Loktanella sp. S4079,unclassified Loktanella,Loktanella,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KKB07761.1_429727,0.9491,1.28,,KKB07761.1,Devosia chinhatensis,Devosia chinhatensis,Devosia,Devosiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KKC25997.1_133190,0.9136,1.99,,KKC25997.1,Sphingomonas sp. SRS2,unclassified Sphingomonas,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KMJ59244.1_1665556,0.8205,2.86,,KMJ59244.1,Bacillus sp. LL01,unclassified Bacillus (in: firmicutes),Bacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
KMK76062.1_79884,0.8508,2.77,,KMK76062.1,Alkalihalobacillus pseudalcaliphilus,Alkalihalobacillus pseudalcaliphilus,Alkalihalobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
KMO94940.1_66430,0.6823,3.94,,KMO94940.1,Streptomyces roseus,Streptomyces roseus,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
KND20975.1_121719,0.9142,2.06,,KND20975.1,Pannonibacter phragmitetus,Pannonibacter phragmitetus,Pannonibacter,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KNG93553.1_1317121,0.9737,0.51,,KNG93553.1,Pseudaestuariivita atlantica,Pseudaestuariivita atlantica,Pseudaestuariivita,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KOT33990.1_36816,0.7276,3.52,,KOT33990.1,Streptomyces caelestis,Streptomyces caelestis,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
KOU30769.1_1415555,0.7244,3.92,,KOU30769.1,Streptomyces sp. WM6372,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
KOX30185.1_1519496,0.743,3.43,,KOX30185.1,Streptomyces sp. NRRL F-4707,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
KPB02468.1_1514904,0.9573,1.05,,KPB02468.1,Ahrensia marina,Ahrensia marina,Ahrensia,Ahrensiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KPB03026.1_1643452,0.8389,2.57,,KPB03026.1,Bacillus sp. CHD6a,unclassified Bacillus (in: firmicutes),Bacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
KPD10570.1_1225647,0.9194,1.91,,KPD10570.1,Phaeobacter sp. 11ANDIMAR09,unclassified Phaeobacter,Phaeobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KPD11837.1_1225647,0.8805,2.43,,KPD11837.1,Phaeobacter sp. 11ANDIMAR09,unclassified Phaeobacter,Phaeobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KPF79210.1_1523422,0.9213,1.84,,KPF79210.1,Brevundimonas sp. AAP58,unclassified Brevundimonas,Brevundimonas,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KPP84396.1_1666914,0.988,0.66,,KPP84396.1,Rhodobacteraceae bacterium HLUCCO07,Rhodobacteraceae bacterium HLUCCO07,unclassified Paracoccaceae,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KPP89101.1_1666913,0.942,1.5,,KPP89101.1,Rhodobacteraceae bacterium HLUCCA08,Rhodobacteraceae bacterium HLUCCA08,unclassified Paracoccaceae,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KPP92336.1_1666912,0.9835,0.42,,KPP92336.1,Roseibaca calidilacus,Roseibaca calidilacus,Roseinatronobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KPP96358.1_1666909,0.8154,2.73,,KPP96358.1,Bacteroidetes bacterium HLUCCA01,Bacteroidetes bacterium HLUCCA01,,,,unclassified Bacteroidota,Bacteroidota,Pseudomonadati,Bacteria
KPQ05318.1_1298881,0.7369,3.9,,KPQ05318.1,Idiomarinaceae bacterium HL-53,Idiomarinaceae bacterium HL-53,unclassified Idiomarinaceae,Idiomarinaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KPQ06910.1_1666916,0.9878,0.88,,KPQ06910.1,Rhodobacteraceae bacterium HLUCCA12,Rhodobacteraceae bacterium HLUCCA12,unclassified Paracoccaceae,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KPQ11009.1_1653334,0.9226,1.72,,KPQ11009.1,Saliniramus fredricksonii,Saliniramus fredricksonii,Saliniramus,Salinarimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KPQ18391.1_1666917,0.9502,1.07,,KPQ18391.1,Rhodobacteraceae bacterium HLUCCO18,Rhodobacteraceae bacterium HLUCCO18,unclassified Paracoccaceae,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KPQ25605.1_1479235,0.7316,3.97,,KPQ25605.1,Halomonas sp. HL-48,unclassified Halomonas,Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KPQ29253.1_1305731,0.742,3.79,,KPQ29253.1,Marinobacter excellens HL-55,Marinobacter excellens,Marinobacter,Marinobacteraceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KQB95219.1_1700845,0.9919,0.39,,KQB95219.1,Loktanella sp. 1ANDIMAR09,unclassified Loktanella,Loktanella,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KQI69998.1_1225657,0.9651,1.17,,KQI69998.1,Loktanella sp. 3ANDIMAR09,unclassified Loktanella,Loktanella,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KQL57928.1_444060,0.8648,2.56,,KQL57928.1,Alkalicoccobacillus plakortidis,Alkalicoccobacillus plakortidis,Alkalicoccobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
KQX94434.1_1736454,0.7262,3.83,,KQX94434.1,Streptomyces sp. Root1319,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
KRS13484.1_1641875,0.9343,1.62,,KRS13484.1,Roseovarius atlanticus,Roseovarius atlanticus,Roseovarius,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KRS19455.1_540747,0.9373,1.52,,KRS19455.1,Roseovarius indicus,Roseovarius indicus,Roseovarius,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KRT58684.1_54398,0.764,3.56,,KRT58684.1,endosymbiont of Ridgeia piscesae,endosymbiont of Ridgeia piscesae,,sulfur-oxidizing symbionts,Gammaproteobacteria incertae sedis,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KUF09549.1_1685382,0.9807,0.37,,KUF09549.1,Pseudoponticoccus marisrubri,Pseudoponticoccus marisrubri,Pseudoponticoccus,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KUJ77374.1_1685378,0.9711,1.06,,KUJ77374.1,Ruegeria profundi,Ruegeria profundi,Ruegeria,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KUJ78072.1_1685379,0.9946,0.44,,KUJ78072.1,Ruegeria marisrubri,Ruegeria marisrubri,Ruegeria,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KUJ89422.1_1635257,0.7358,3.95,,KUJ89422.1,Halomonas sp. 54_146,unclassified Halomonas,Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KUL57495.1_1886,0.7174,3.58,,KUL57495.1,Streptomyces albidoflavus,Streptomyces albidoflavus,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
KUO10410.1_1739111,0.7459,3.56,,KUO10410.1,Streptomyces sp. DSM 15324,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
KXF88940.1_221822,0.9458,1.42,,KXF88940.1,Phaeobacter inhibens,Phaeobacter inhibens,Phaeobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KXX66223.1_1048,0.9071,2.19,,KXX66223.1,Marichromatium gracile,Marichromatium gracile,Marichromatium,Chromatiaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KYG32141.1_519424,0.869,2.42,,KYG32141.1,Alkalihalobacillus trypoxylicola,Alkalihalobacillus trypoxylicola,Alkalihalobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
KYZ85933.1_1817793,0.936,1.54,,KYZ85933.1,Alcanivorax sp. KX64203,unclassified Alcanivorax,Alcanivorax,Alcanivoracaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KZM51445.1_1561204,0.9201,1.95,,KZM51445.1,Labrenzia sp. OB1,unclassified Labrenzia,Labrenzia,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KZN45415.1_1365251,0.8913,2.29,,KZN45415.1,Pseudoalteromonas luteoviolacea H33,Pseudoalteromonas luteoviolacea,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KZN52695.1_1365249,0.8833,2.37,,KZN52695.1,Pseudoalteromonas luteoviolacea CPMOR-2,Pseudoalteromonas luteoviolacea,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
KZN66471.1_1365248,0.8979,2.01,,KZN66471.1,Pseudoalteromonas luteoviolacea CPMOR-1,Pseudoalteromonas luteoviolacea,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OAB54987.1_399101,0.9147,2.04,,OAB54987.1,Phormidium willei BDU 130791,Phormidium willei,Phormidium,Oscillatoriaceae,Oscillatoriales,Cyanophyceae,Cyanobacteriota,Bacillati,Bacteria
OAN69302.1_1849359,0.9349,1.66,,OAN69302.1,Jannaschia sp. EhC01,unclassified Jannaschia,Jannaschia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OAN72179.1_1849170,0.9848,0.53,,OAN72179.1,Rhodobacteraceae bacterium EhC02,Rhodobacteraceae bacterium EhC02,unclassified Paracoccaceae,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OAN74145.1_60137,0.9884,0.38,,OAN74145.1,Sulfitobacter pontiacus,Sulfitobacter pontiacus,Sulfitobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OAN90646.1_1342299,0.8805,2.37,,OAN90646.1,Sulfitobacter geojensis,Sulfitobacter geojensis,Sulfitobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OBR63468.1_1844972,0.9037,2.16,,OBR63468.1,Paenibacillus oryzae,Paenibacillus oryzae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
OCW56403.1_1480615,0.9192,1.83,,OCW56403.1,Hoeflea olei,Hoeflea olei,Hoeflea,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
ODS55240.1_1660088,0.9301,1.71,,ODS55240.1,Agrobacterium sp. SCN 61-19,unclassified Agrobacterium,Agrobacterium,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
ODT61006.1_1660154,0.9018,1.21,,ODT61006.1,Paracoccus sp. SCN 68-21,unclassified Paracoccus (in: a-proteobacteria),Paracoccus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OEF98593.1_766136,0.8437,3.09,,OEF98593.1,Desulfuribacillus alkaliarsenatis,Desulfuribacillus alkaliarsenatis,Desulfuribacillus,Desulfuribacillaceae,Desulfuribacillales,Desulfuribacillia,Bacillota,Bacillati,Bacteria
OEH53041.1_1742575,0.8936,2.13,,OEH53041.1,Oceanobacillus sp. E9,unclassified Oceanobacillus,Oceanobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
OEH85806.1_1390249,0.9168,2.14,,OEH85806.1,Desulfuribacillus stibiiarsenatis,Desulfuribacillus stibiiarsenatis,Desulfuribacillus,Desulfuribacillaceae,Desulfuribacillales,Desulfuribacillia,Bacillota,Bacillati,Bacteria
OEJ34352.1_36818,0.6777,3.94,,OEJ34352.1,Streptomyces subrutilus,Streptomyces subrutilus,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
OFE12956.1_1524254,0.9328,1.59,,OFE12956.1,Pseudohongiella acticola,Pseudohongiella acticola,Pseudohongiella,Pseudohongiellaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OIJ15977.1_85682,0.8754,2.43,,OIJ15977.1,Anaerobacillus arseniciselenatis,Anaerobacillus arseniciselenatis,Anaerobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
OIJ20386.1_472963,0.8948,2.15,,OIJ20386.1,Anaerobacillus alkalidiazotrophicus,Anaerobacillus alkalidiazotrophicus,Anaerobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
OIJ93008.1_1428652,0.7561,3.33,,OIJ93008.1,Streptomyces colonosanans,Streptomyces colonosanans,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
OIQ33085.1_1860092,0.8506,2.77,,OIQ33085.1,Alphaproteobacteria bacterium MedPE-SWcel,Alphaproteobacteria bacterium MedPE-SWcel,,,unclassified Alphaproteobacteria,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OIQ33152.1_1860092,0.9421,1.51,,OIQ33152.1,Alphaproteobacteria bacterium MedPE-SWcel,Alphaproteobacteria bacterium MedPE-SWcel,,,unclassified Alphaproteobacteria,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OIQ46014.1_1860088,0.8756,2.45,,OIQ46014.1,Roseobacter sp. MedPE-SW,unclassified Roseobacter,Roseobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OJF92474.1_1798805,0.9332,1.64,,OJF92474.1,Pararhizobium antarcticum,Pararhizobium antarcticum,Pararhizobium,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OJH06953.1_59754,0.9359,1.59,,OJH06953.1,Alcanivorax borkumensis,Alcanivorax borkumensis,Alcanivorax,Alcanivoracaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OJH43902.1_1520813,0.9859,0.85,,OJH43902.1,Paracoccus sp. SM22M-07,unclassified Paracoccus (in: a-proteobacteria),Paracoccus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OJJ13411.1_1905358,0.9196,1.96,,OJJ13411.1,Alphaproteobacteria bacterium AO1-B,Alphaproteobacteria bacterium AO1-B,,,unclassified Alphaproteobacteria,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OKJ23883.1_1703932,0.7288,3.65,,OKJ23883.1,Streptomyces sp. CB00316,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
OKL42731.1_197461,0.7597,2.3,,OKL42731.1,Pseudovibrio exalbescens,Pseudovibrio exalbescens,Pseudovibrio,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OLO42753.1_79885,0.8859,2.32,,OLO42753.1,Alkalihalophilus pseudofirmus,Alkalihalophilus pseudofirmus,Alkalihalophilus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
OLS35985.1_79885,0.8682,2.62,,OLS35985.1,Alkalihalophilus pseudofirmus,Alkalihalophilus pseudofirmus,Alkalihalophilus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
OMF04753.1_1920421,0.7985,3.33,,OMF04753.1,Paenibacillus sp. FSL H7-0331,unclassified Paenibacillus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
OMG54704.1_418702,0.8949,2.41,,OMG54704.1,Azonexus hydrophilus,Azonexus hydrophilus,Azonexus,Azonexaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OMI10047.1_1925020,0.8072,3.22,,OMI10047.1,Bacillus swezeyi,Bacillus swezeyi,Bacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
ONH85484.1_501863,0.9249,1.88,,ONH85484.1,Thalassospira sp. MCCC 1A02803,unclassified Thalassospira,Thalassospira,Thalassospiraceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OOC09152.1_252474,0.8846,2.47,,OOC09152.1,Thioalkalivibrio halophilus,Thioalkalivibrio halophilus,Thioalkalivibrio,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OOQ50355.1_1890,0.7652,3.29,,OOQ50355.1,Streptomyces antibioticus,Streptomyces antibioticus,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
OOY34812.1_2340,0.9049,2.01,,OOY34812.1,Solemya velum gill symbiont,Solemya velum gill symbiont,,sulfur-oxidizing symbionts,Gammaproteobacteria incertae sedis,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OOZ39751.1_642797,0.9092,2.18,,OOZ39751.1,Solemya pervernicosa gill symbiont,Solemya pervernicosa gill symbiont,,sulfur-oxidizing symbionts,Gammaproteobacteria incertae sedis,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OQX31614.1_2548426,0.8929,2.28,,OQX31614.1,Candidatus Sedimenticola endophacoides,Candidatus Sedimenticola endophacoides,Sedimenticola,Sedimenticolaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OQY45316.1_1972449,0.9048,2.25,,OQY45316.1,Candidatus Parabeggiatoa sp. nov. 2,unclassified Candidatus Parabeggiatoa,Candidatus Parabeggiatoa,Thiotrichaceae,Thiotrichales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
ORT58637.1_1907777,0.7383,3.59,,ORT58637.1,Streptomyces sp. CB03238,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
OSP53665.1_1933035,0.9906,0.65,,OSP53665.1,Pseudoruegeria sp. SK021,unclassified Pseudoruegeria,Pseudoruegeria,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OSQ65858.1_505252,0.9776,0.34,,OSQ65858.1,Marivita cryptomonadis,Marivita cryptomonadis,Marivita,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OUD09899.1_1930667,0.9275,1.52,,OUD09899.1,Marivivens niveibacter,Marivivens niveibacter,Marivivens,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OUD16043.1_1570016,0.9231,1.9,,OUD16043.1,Thioflexithrix psekupsensis,Thioflexithrix psekupsensis,Thioflexithrix,Thiotrichales incertae sedis,Thiotrichales,Gammaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OUX99699.1_1986776,0.9035,2.06,,OUX99699.1,Hyphomonadaceae bacterium TMED5,Hyphomonadaceae bacterium TMED5,unclassified Hyphomonadaceae,Hyphomonadaceae,Hyphomonadales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OWU72775.1_1317111,0.9604,1.07,,OWU72775.1,Phaeobacter sp. 22II1-1F12B,unclassified Phaeobacter,Phaeobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OWU75765.1_1679460,0.937,1.7,,OWU75765.1,Marinibacterium profundimaris,Marinibacterium profundimaris,Marinibacterium,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OWU81008.1_1317111,0.8669,2.52,,OWU81008.1,Phaeobacter sp. 22II1-1F12B,unclassified Phaeobacter,Phaeobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OWY14254.1_1973004,0.9595,1.09,,OWY14254.1,Thioclava sp. JM3,unclassified Thioclava,Thioclava,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OXT00698.1_1876515,0.9393,1.53,,OXT00698.1,Notoacmeibacter marinus,Notoacmeibacter marinus,Notoacmeibacter,Notoacmeibacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OYD07350.1_1642702,0.8238,2.32,,OYD07350.1,Paludifilum halophilum,Paludifilum halophilum,Paludifilum,Thermoactinomycetaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
OYU17162.1_2015578,0.9377,1.56,,OYU17162.1,Rhodobacteraceae bacterium PARR1,Rhodobacteraceae bacterium PARR1,unclassified Paracoccaceae,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OYU52494.1_2015569,0.9365,1.59,,OYU52494.1,Alphaproteobacteria bacterium PA1,Alphaproteobacteria bacterium PA1,,,unclassified Alphaproteobacteria,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
OYW93573.1_1970502,0.9157,1.97,,OYW93573.1,Caulobacterales bacterium 32-67-6,Caulobacterales bacterium 32-67-6,,unclassified Caulobacterales,Caulobacterales,Alphaproteobacteria,Pseudomonadota,Pseudomonadati,Bacteria
PAD41350.1_2023231,0.8783,2.5,,PAD41350.1,Bacillus sp. 7520-S,unclassified Bacillus (in: firmicutes),Bacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
PAE27248.1_2022552,0.9019,2.07,,PAE27248.1,Paenibacillus sp. 7884-2,unclassified Paenibacillus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
PAK22022.1_2026340,0.7354,3.68,,PAK22022.1,Streptomyces sp. alain-838,unclassified Streptomyces,Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,Bacillati,Bacteria
PAV31565.1_2024555,0.9072,2,,PAV31565.1,Virgibacillus profundi,Virgibacillus profundi,Virgibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacillati,Bacteria
